supplier_code	Price1_USD	Price5_USD	Price2_USD	Price4_USD	Price3_USD	Smiles	MDLN	Chemical_Name	CAS_RN	Link	Purity	Quantity4	Quantity5	Quantity1	Quantity2	Quantity3
SPC-f110	571	 	969	5814	1938	CC(C)(C)OC(=O)n1cc(CC(N)C2(O)COC2)c2ccccc21		tert-butyl 3-(2-amino-2-(3-hydroxyoxetan-3-yl)ethyl)-1H-indole-1-carboxylate	2198380-26-4	http://spirochem.com/tert-butyl-3-2-amino-2-3-hydroxyoxetan-3-yl-ethyl-1h-indole-1-carboxylate.html	95	5G		0.1G	0.25G	1G
SPC-f111	755	 	1275	7650	2550	CCC(C)C(N)C1(O)COC1		3-(1-amino-2-methylbutyl)oxetan-3-ol	2200214-74-8	http://spirochem.com/3-1-amino-2-methylbutyl-oxetan-3-ol.html	95	5G		0.1G	0.25G	1G
SPC-f112	755	 	1275	7650	2550	OC1(C2CCCN2)COC1		3-(pyrrolidin-2-yl)oxetan-3-ol	2103524-80-5	http://spirochem.com/3-pyrrolidin-2-yl-oxetan-3-ol.html	95	5G		0.1G	0.25G	1G
SPC-f113	571	 	969	5814	1938	NC(CC(=O)NC(c1ccccc1)(c1ccccc1)c1ccccc1)C1(O)COC1		3-amino-3-(3-hydroxyoxetan-3-yl)-N-tritylpropanamide	2198055-92-2	http://spirochem.com/3-amino-3-3-hydroxyoxetan-3-yl-n-tritylpropanamide.html	95	5G		0.1G	0.25G	1G
SPC-f114	571	 	969	5814	1938	NC(CCC(=O)NC(c1ccccc1)(c1ccccc1)c1ccccc1)C1(O)COC1		4-amino-4-(3-hydroxyoxetan-3-yl)-N-tritylbutanamide	2201584-14-5	http://spirochem.com/4-amino-4-3-hydroxyoxetan-3-yl-n-tritylbutanamide.html	95	5G		0.1G	0.25G	1G
SPC-f115	663	 	1122	6732	2244	CSCCC(N)C1(O)COC1		3-(1-amino-3-(methylthio)propyl)oxetan-3-ol	2167911-65-9	http://spirochem.com/3-1-amino-3-methylthio-propyl-oxetan-3-ol.html	95	5G		0.1G	0.25G	1G
SPC-f116	571	 	969	5814	1938	CC(C)(C)SCC(N)C1(O)COC1		3-(1-amino-2-(tert-butylthio)ethyl)oxetan-3-ol	2168185-98-4	http://spirochem.com/3-1-amino-2-tert-butylthio-ethyl-oxetan-3-ol.html	95	5G		0.1G	0.25G	1G
SPC-f117	459	 	765	5967	1989	NC(CC12CC(C1)C2)C(=O)O		2-amino-3-(bicyclo[1.1.1]pentan-1-yl)propanoic acid	2095483-83-1	http://spirochem.com/2-amino-3-bicyclo-1-1-1-pentan-1-yl-propanoic-acid.html	95	5G		0.1G	0.25G	1G
SPC-f118	459	 	765	5967	1989	NC(CC12CC(F)(C1)C2)C(=O)O		2-amino-3-(3-fluorobicyclo[1.1.1]pentan-1-yl)propanoic acid	2201512-61-8	http://spirochem.com/2-amino-3-3-fluorobicyclo-1-1-1-pentan-1-yl-propanoic-acid.html	95	5G		0.1G	0.25G	1G
SPC-f119	459	 	765	5814	1938	NC(C(=O)O)C12CC(C1)C2		2-amino-2-(bicyclo[1.1.1]pentan-1-yl)acetic acid	1807854-21-2	http://spirochem.com/2-amino-2-bicyclo-1-1-1-pentan-1-yl-acetic-acid.html	95	5G		0.1G	0.25G	1G
SPC-f120	755	 	1275	7650	2550	NC(CC1COC1)C(=O)O		2-amino-3-(oxetan-3-yl)propanoic acid	1538752-19-0	http://spirochem.com/2-amino-3-oxetan-3-yl-propanoic-acid.html	95	5G		0.1G	0.25G	1G
SPC-f121	663	 	1122	6732	2244	CC(C)(C)OC(=O)N1CC(CCC(N)C(=O)O)C1		2-amino-4-(1-(tert-butoxycarbonyl)azetidin-3-yl)butanoic acid	2169079-26-7	http://spirochem.com/2-amino-4-1-tert-butoxycarbonyl-azetidin-3-yl-butanoic-acid.html	95	5G		0.1G	0.25G	1G
SPC-f122	459	 	765	5967	1989	CC(C)(C)OC(=O)NC12CC(CC(N)C(=O)O)(C1)C2		2-amino-3-(3-((tert-butoxycarbonyl)amino)bicyclo[1.1.1]pentan-1-yl)propanoic acid	2199282-26-1	http://spirochem.com/2-amino-3-3-tert-butoxycarbonyl-amino-bicyclo-1-1-1-pentan-1-yl-propanoic-acid.html	95	5G		0.1G	0.25G	1G
SPC-f123	459	 	765	5967	1989	CC(C)(C)OC(=O)NCC12CC(C(N)C(=O)O)(C1)C2		2-amino-2-(3-(((tert-butoxycarbonyl)amino)methyl)bicyclo[1.1.1]pentan-1-yl)acetic acid	2200551-82-0	http://spirochem.com/2-amino-2-3-tert-butoxycarbonyl-amino-methyl-bicyclo-1-1-1-pentan-1-yl-acetic-acid.html	95	5G		0.1G	0.25G	1G
SPC-f124	663	 	1122	6732	2244	NC(CCC1(O)COC1)C(=O)O		2-amino-4-(3-hydroxyoxetan-3-yl)butanoic acid	2167997-16-0	http://spirochem.com/2-amino-4-3-hydroxyoxetan-3-yl-butanoic-acid.html	95	5G		0.1G	0.25G	1G
SPC-g004	47	 	82	 	150	C[C@H]1N[C@@H](C)CNC1	NA	cis-2,6-dimethylpiperazine	21655-48-1	http://spirochem.com/cis-2-6-dimethylpiperazine.html	95			50G	100G	250G
SPC-g006	53	 	82	228	139	O[C@@H]1CNCCC1	MFCD00014591	piperidin-3-ol	6859-99-0	http://spirochem.com/piperidin-3-ol.html	95	250G		25G	50G	100G
SPC-g007	43	 	65	152	93	Cn1ncc(I)c1	MFCD05663860	4-iodo-1-methyl-1H-pyrazole	39806-90-1	http://spirochem.com/4-iodo-1-methyl-1h-pyrazole.html	95	250G		25G	50G	100G
SPC-g010	47	 	82	 	144	Cc1cc(Cl)nnc1Cl	MFCD00006465	3,6-dichloro-4-methylpyridazine	19064-64-3	http://spirochem.com/3-6-dichloro-4-methylpyridazine.html	95			50G	100G	250G
SPC-g013	53	 	91	241	139	Cc1noc(C)c1Br	MFCD00068187	4-bromo-3,5-dimethyl-1,2-oxazole	10558-25-5	http://spirochem.com/4-bromo-3-5-dimethyl-1-2-oxazole.html	95	250G		25G	50G	100G
SPC-g014	53	 	82	 	139	[O-][N+](c(cncc1)c1O)=O	MFCD00128874	3-nitropyridin-4-ol	5435-54-1	http://spirochem.com/3-nitropyridin-4-ol.html	95			50G	100G	250G
SPC-g018	42	 	75	 	139	OCc1cccnc1Cl	MFCD01935961	(2-chloropyridin-3-yl)methanol	42330-59-6	http://spirochem.com/2-chloropyridin-3-yl-methanol.html	95			50G	100G	250G
SPC-g019	42	 	70	207	114	[O-][N+](c(cc1)cnc1Br)=O	MFCD00006222	2-bromo-5-nitropyridine	4487-59-6	http://spirochem.com/2-bromo-5-nitropyridine.html	95	250G		25G	50G	100G
SPC-g020	53	 	82	252	139	[O-][N+](c(cccn1)c1O)=O	MFCD00006270	3-nitropyridin-2-ol	6332-56-5	http://spirochem.com/3-nitropyridin-2-ol.html	95	250G		25G	50G	100G
SPC-g023	53	 	104	 	 	OC(c1nccnc1)=O	MFCD00006130	pyrazine-2-carboxylic acid	98-97-5	http://spirochem.com/pyrazine-2-carboxylic-acid.html	95			100G	250G	
SPC-g024	42	 	70	207	114	N#Cc(cc1)ncc1Br	MFCD00234144	5-bromopyridine-2-carbonitrile	97483-77-7	http://spirochem.com/5-bromopyridine-2-carbonitrile.html	95	250G		25G	50G	100G
SPC-g029	58	 	98	 	 	CCOC(C(CC1)CCN1C(OC(C)(C)C)=O)=O	MFCD01763998	1-tert-butyl 4-ethyl piperidine-1,4-dicarboxylate	142851-03-4	http://spirochem.com/1-tert-butyl-4-ethyl-piperidine-1-4-dicarboxylate.html	95			100G	250G	
SPC-g032	42	 	58	 	104	Brc(cc1)cc2c1[nH]cc2	MFCD00005670	5-bromo-1H-indole	10075-50-0	http://spirochem.com/5-bromo-1h-indole.html	95			50G	100G	250G
SPC-g033	64	 	104	400	184	O[C@@H]1CNCC1.Cl	MFCD03001754	pyrrolidin-3-ol hydrochloride	86070-82-8	http://spirochem.com/pyrrolidin-3-ol-hydrochloride.html	95	250G		25G	50G	100G
SPC-g035	58	 	93	 	 	O=C(c1ccccc1)NC(C=CN1)=NC1=O	NA	N-(2-oxo-1,2-dihydropyrimidin-4-yl)benzamide	26661-13-2	http://spirochem.com/n-2-oxo-1-2-dihydropyrimidin-4-yl-benzamide.html	95			100G	250G	
SPC-g036	58	 	93	 	139	Clc(nccc1)c1Br	MFCD00234007	3-bromo-2-chloropyridine	52200-48-3	http://spirochem.com/3-bromo-2-chloropyridine.html	95			50G	100G	250G
SPC-g037	47	 	82	252	150	Clc1c2nc[nH]c2nc(Cl)n1	MFCD00077725	2,6-dichloro-9H-purine	5451-40-1	http://spirochem.com/2-6-dichloro-9h-purine.html	95	250G		25G	50G	100G
SPC-g038	47	 	64	184	104	Nc1cccc(Cl)n1	MFCD00234068	6-chloropyridin-2-amine	45644-21-1	http://spirochem.com/6-chloropyridin-2-amine.html	95	250G		25G	50G	100G
SPC-g039	53	 	82	298	150	COc1nccc(N)c1	MFCD06738657	2-methoxypyridin-4-amine	20265-39-8	http://spirochem.com/2-methoxypyridin-4-amine.html	95	250G		25G	50G	100G
SPC-g041	58	 	104	 	184	C[C@H]1NCCNC1	MFCD00192317	(2R)-2-methylpiperazine	75336-86-6	http://spirochem.com/2r-2-methylpiperazine.html	95			50G	100G	250G
SPC-g043	47	 	70	161	104	CC(C)(C)OC(N(CCC1)C[C@H]1C(OC)=O)=O	MFCD06795926	1-tert-butyl 3-methyl piperidine-1,3-dicarboxylate	148763-41-1	http://spirochem.com/1-tert-butyl-3-methyl-piperidine-1-3-dicarboxylate.html	95	250G		25G	50G	100G
SPC-g044	47	 	82	 	150	CCOC(C(C(OCC)=O)F)=O	MFCD00009139	1,3-diethyl 2-fluoropropanedioate	685-88-1	http://spirochem.com/1-3-diethyl-2-fluoropropanedioate.html	95			50G	100G	250G
SPC-g045	58	 	93	 	161	O[C@@H]1CNCCC1.Cl	MFCD00012772	piperidin-3-ol hydrochloride	64051-79-2	http://spirochem.com/piperidin-3-ol-hydrochloride.html	95			50G	100G	250G
SPC-g047	58	 	114	 	 	COc(ccc(Br)c1)c1F	MFCD00011710	4-bromo-2-fluoro-1-methoxybenzene	2357-52-0	http://spirochem.com/4-bromo-2-fluoro-1-methoxybenzene.html	95			100G	250G	
SPC-g050	47	 	75	241	139	OB(c1cnccc1)O	MFCD00674177	(pyridin-3-yl)boronic acid	1692-25-7	http://spirochem.com/pyridin-3-yl-boronic-acid.html	95	250G		25G	50G	100G
SPC-g051	42	 	75	 	 	OC(c(cc1)cnc1Cl)=O	MFCD00006241	6-chloropyridine-3-carboxylic acid	5326-23-8	http://spirochem.com/6-chloropyridine-3-carboxylic-acid.html	95			100G	250G	
SPC-g052	58	 	93	 	 	CC(C)(C)OC(N)=O	MFCD00007962	tert-butyl carbamate	4248-19-5	http://spirochem.com/tert-butyl-carbamate.html	95			100G	250G	
SPC-g053	58	 	104	332	161	Cc1ncncc1	MFCD00006115	4-methylpyrimidine	3438-46-8	http://spirochem.com/4-methylpyrimidine.html	95	250G		25G	50G	100G
SPC-g054	47	 	70	207	126	CC(C)(C)OC(N1C[C@@H](CO)CCC1)=O	MFCD03094733	tert-butyl 3-(hydroxymethyl)piperidine-1-carboxylate	116574-71-1	http://spirochem.com/tert-butyl-3-hydroxymethyl-piperidine-1-carboxylate.html	95	250G		25G	50G	100G
SPC-g055	58	 	93	 	150	Nc1ccn[nH]1	MFCD00005236	1H-pyrazol-5-amine	1820-80-0	http://spirochem.com/1h-pyrazol-5-amine.html	95			50G	100G	250G
SPC-g056	58	 	110	 	207	CSC(N1)=NC=CC1=O	MFCD00955672	2-(methylsulfanyl)-3,4-dihydropyrimidin-4-one	5751-20-2	http://spirochem.com/2-methylsulfanyl-3-4-dihydropyrimidin-4-one.html	95			50G	100G	250G
SPC-g057	42	 	70	218	126	COCN(Cc1ccccc1)C[Si](C)(C)C	MFCD00674005	benzyl(methoxymethyl)[(trimethylsilyl)methyl]amine	93102-05-7	http://spirochem.com/benzyl-methoxymethyl-trimethylsilyl-methyl-amine.html	95	250G		25G	50G	100G
SPC-g060	47	 	70	 	 	CC(C)(C)OC(N(CC1)CCC1O)=O	MFCD01075174	tert-butyl 4-hydroxypiperidine-1-carboxylate	109384-19-2	http://spirochem.com/tert-butyl-4-hydroxypiperidine-1-carboxylate.html	95			100G	250G	
SPC-g061	42	 	64	184	104	[O-][N+](c1cc2n[nH]cc2cc1)=O	MFCD00005695	6-nitro-1H-indazole	7597-18-4	http://spirochem.com/6-nitro-1h-indazole.html	95	250G		25G	50G	100G
SPC-g062	139	 	 	 	 	O=C1NC2C=CC1C2	MFCD00213364	2-azabicyclo[2.2.1]hept-5-en-3-one	49805-30-3	http://spirochem.com/2-azabicyclo-2-2-1-hept-5-en-3-one.html	95			250G		
SPC-g069	47	 	70	228	126	Nc1ncc[nH]1.Nc1ncc[nH]1.OS(O)(=O)=O	MFCD00050811	1H-imidazol-2-amine sulfurate	1450-93-7	http://spirochem.com/1h-imidazol-2-amine-sulfurate.html	95	250G		25G	50G	100G
SPC-g070	58	 	93	 	 	Cn1ncc(Br)c1	MFCD02179565	4-bromo-1-methyl-1H-pyrazole	15803-02-8	http://spirochem.com/4-bromo-1-methyl-1h-pyrazole.html	95			100G	250G	
SPC-g071	47	 	82	252	150	COC([C@@H](NC(OCc1ccccc1)=O)P(OC)(OC)=O)=O	MFCD00043304	methyl 2-{[(benzyloxy)carbonyl]amino}-2-(dimethoxyphosphoryl)acetate	88568-95-0	http://spirochem.com/methyl-2-benzyloxy-carbonyl-amino-2-dimethoxyphosphoryl-acetate.html	95	250G		25G	50G	100G
SPC-g072	70	 	114	 	 	O=C1CCOCC1	MFCD00006581	oxan-4-one	29943-42-8	http://spirochem.com/oxan-4-one.html	95			100G	250G	
SPC-g073	58	 	93	273	161	Cc(nc1Cl)nc(Cl)c1N	MFCD00194053	4,6-dichloro-2-methylpyrimidin-5-amine	39906-04-2	http://spirochem.com/4-6-dichloro-2-methylpyrimidin-5-amine.html	95	250G		25G	50G	100G
SPC-g075	36	298	64	184	114	Nc(c(Cl)ncn1)c1Cl	MFCD00006108	4,6-dichloropyrimidin-5-amine	5413-85-4	http://spirochem.com/4-6-dichloropyrimidin-5-amine.html	95	50G	100G	5G	10G	25G
SPC-g076	47	388	70	184	114	BrC[C@@H]1OCCC1	MFCD00016894	2-(bromomethyl)oxolane	1192-30-9	http://spirochem.com/2-bromomethyl-oxolane.html	95	100G	250G	10G	25G	50G
SPC-g077	58	 	93	298	166	Nc1ccnc(Cl)n1	MFCD00194051	2-chloropyrimidin-4-amine	7461-50-9	http://spirochem.com/2-chloropyrimidin-4-amine.html	95	250G		25G	50G	100G
SPC-g079	58	492	93	273	161	OC(c(cc1)ncc1Br)=O	MFCD00234149	5-bromopyridine-2-carboxylic acid	30766-11-1	http://spirochem.com/5-bromopyridine-2-carboxylic-acid.html	95	100G	250G	10G	25G	50G
SPC-g080	56	 	102	 	182	CC(C)(C)OC(N(CCC1)CC1=O)=O	MFCD01631193	tert-butyl 3-oxopiperidine-1-carboxylate	98977-36-7	http://spirochem.com/tert-butyl-3-oxopiperidine-1-carboxylate.html	95			50G	100G	250G
SPC-g081	58	 	93	 	161	C[Si](C)(C)C(F)(F)F	NA	trimethyl(trifluoromethyl)silane	81290-20-2	http://spirochem.com/trimethyl-trifluoromethyl-silane.html	95			50G	100G	250G
SPC-g084	53	 	70	194	114	OCc1cnccc1	MFCD00006407	pyridin-3-ylmethanol	100-55-0	http://spirochem.com/pyridin-3-ylmethanol.html	95	250G		25G	50G	100G
SPC-g086	58	 	104	 	172	ClCc1cscn1.Cl	MFCD02094738	4-(chloromethyl)-1,3-thiazole hydrochloride	7709-58-2	http://spirochem.com/4-chloromethyl-1-3-thiazole-hydrochloride.html	95			50G	100G	250G
SPC-g087	58	 	93	 	150	NS(c(cccc1)c1[N+]([O-])=O)(=O)=O	MFCD00009807	2-nitrobenzene-1-sulfonamide	5455-59-4	http://spirochem.com/2-nitrobenzene-1-sulfonamide.html	95			50G	100G	250G
SPC-g089	63	 	111	 	 	COC(c1cc([nH]cc2)c2cc1)=O	MFCD00211063	methyl 1H-indole-6-carboxylate	50820-65-0	http://spirochem.com/methyl-1h-indole-6-carboxylate.html	95			50G	100G	
SPC-g090	70	661	126	377	218	OC(Cc(cc1)cc(Cl)c1F)=O	MFCD01631555	2-(3-chloro-4-fluorophenyl)acetic acid	705-79-3	http://spirochem.com/2-3-chloro-4-fluorophenyl-acetic-acid.html	95	50G	100G	5G	10G	25G
SPC-g091	42	 	82	287	139	Cc1ccnc(N)c1[N+]([O-])=O	MFCD00006315	4-methyl-3-nitropyridin-2-amine	6635-86-5	http://spirochem.com/4-methyl-3-nitropyridin-2-amine.html	95	250G		25G	50G	100G
SPC-g094	47	 	70	 	126	OC(c(s1)ccc1Cl)=O	MFCD00041426	5-chlorothiophene-2-carboxylic acid	24065-33-6	http://spirochem.com/5-chlorothiophene-2-carboxylic-acid.html	95			50G	100G	250G
SPC-g095	58	 	93	 	 	[O-][N+](c1cc(C(F)(F)F)cc(Br)c1)=O	NA	1-bromo-3-nitro-5-(trifluoromethyl)benzene	630125-49-4	http://spirochem.com/1-bromo-3-nitro-5-trifluoromethyl-benzene.html	95			100G	250G	
SPC-g096	58	 	98	 	184	O[C@@H]1COCC1	MFCD00064327	(3S)-oxolan-3-ol	86087-23-2	http://spirochem.com/3s-oxolan-3-ol.html	95			50G	100G	250G
SPC-g097	53	342	78	186	124	O=Cc1cccnc1Cl	MFCD01315308	2-chloropyridine-3-carbaldehyde	36404-88-3	http://spirochem.com/2-chloropyridine-3-carbaldehyde.html	95	100G	250G	10G	25G	50G
SPC-g098	47	 	82	241	139	[O-][N+](c1cc(Br)cnc1Br)=O	MFCD09266223	2,5-dibromo-3-nitropyridine	15862-37-0	http://spirochem.com/2-5-dibromo-3-nitropyridine.html	95	250G		25G	50G	100G
SPC-g099	70	 	114	 	207	Nc(c([N+]([O-])=O)c1)ncc1Br	MFCD00047441	5-bromo-3-nitropyridin-2-amine	6945-68-2	http://spirochem.com/5-bromo-3-nitropyridin-2-amine.html	95			50G	100G	250G
SPC-g100	58	 	98	 	172	N#Cc1nccnc1Cl	MFCD00219653	3-chloropyrazine-2-carbonitrile	55557-52-3	http://spirochem.com/3-chloropyrazine-2-carbonitrile.html	95			50G	100G	250G
SPC-g101	119	 	198	 	416	CC(O)=O.NC(CC(OC(C1)CN1C(c1ccccc1)c1ccccc1)=O)=N	MFCD09032928	1-(diphenylmethyl)azetidin-3-yl 2-carbamimidoylacetate acetate	170749-59-4	http://spirochem.com/1-diphenylmethyl-azetidin-3-yl-2-carbamimidoylacetate-acetate.html	95			50G	100G	250G
SPC-g102	47	 	70	218	114	COc(c(OC)c1)cc2c1N=CNC2=O	MFCD01570147	6,7-dimethoxy-3,4-dihydroquinazolin-4-one	13794-72-4	http://spirochem.com/6-7-dimethoxy-3-4-dihydroquinazolin-4-one.html	95	250G		25G	50G	100G
SPC-g103	47	 	70	 	126	COC(c(ccc(F)c1)c1Cl)=O	MFCD00173937	methyl 2-chloro-4-fluorobenzoate	85953-29-3	http://spirochem.com/methyl-2-chloro-4-fluorobenzoate.html	95			25G	50G	100G
SPC-g104	58	 	93	 	 	[O-][N+](c(c(Cl)n1)ccc1Cl)=O	MFCD00006234	2,6-dichloro-3-nitropyridine	16013-85-7	http://spirochem.com/2-6-dichloro-3-nitropyridine.html	95			100G	250G	
SPC-g105	58	 	93	332	161	CC(C)(C)OC(N(C[C@H](C1)O)[C@@H]1C(OC)=O)=O	MFCD00237541	1-tert-butyl 2-methyl (2S,4S)-4-hydroxypyrrolidine-1,2-dicarboxylate	102195-79-9	http://spirochem.com/1-tert-butyl-2-methyl-2s-4s-4-hydroxypyrrolidine-1-2-dicarboxylate.html	95	250G		25G	50G	100G
SPC-g106	70	 	114	456	207	NCCN1CCCCC1	MFCD00006516	2-(piperidin-1-yl)ethan-1-amine	27578-60-5	http://spirochem.com/2-piperidin-1-yl-ethan-1-amine.html	95	250G		25G	50G	100G
SPC-g107	53	 	87	 	172	Cc1c(ccc([N+]([O-])=O)c2)c2n[nH]1	MFCD07082704	3-methyl-6-nitro-1H-indazole	6494-19-5	http://spirochem.com/3-methyl-6-nitro-1h-indazole.html	95			50G	100G	250G
SPC-g110	45	422	70	223	124	Cn1nc(C(O)=O)c2c1cccc2	MFCD00272569	1-methyl-1H-indazole-3-carboxylic acid	50890-83-0	http://spirochem.com/1-methyl-1h-indazole-3-carboxylic-acid.html	95	100G	250G	10G	25G	50G
SPC-g112	47	 	82	 	139	Cc1cscn1	NA	4-methyl-1,3-thiazole	693-95-8	http://spirochem.com/4-methyl-1-3-thiazole.html	95			50G	100G	250G
SPC-g113	42	 	70	 	114	Cc1cc(Cl)ncc1	MFCD00023418	2-chloro-4-methylpyridine	3678-62-4	http://spirochem.com/2-chloro-4-methylpyridine.html	95			50G	100G	250G
SPC-g114	58	 	104	 	 	Cc(cc1)cnc1Br	MFCD00209553	2-bromo-5-methylpyridine	3510-66-5	http://spirochem.com/2-bromo-5-methylpyridine.html	95			100G	250G	
SPC-g115	58	 	93	298	161	CC(C)(C)OC(N(CCC1)C[C@@H]1O)=O	MFCD04115306	tert-butyl (3R)-3-hydroxypiperidine-1-carboxylate	143900-43-0	http://spirochem.com/tert-butyl-3r-3-hydroxypiperidine-1-carboxylate.html	95	250G		25G	50G	100G
SPC-g116	53	 	93	287	161	OC(c(ccnc1)c1Br)=O	MFCD00040944	3-bromopyridine-4-carboxylic acid	13959-02-9	http://spirochem.com/3-bromopyridine-4-carboxylic-acid.html	95	250G		25G	50G	100G
SPC-g120	58	 	93	263	161	[O-][N+](c1cc(Br)cnc1Cl)=O	MFCD00222270	5-bromo-2-chloro-3-nitropyridine	67443-38-3	http://spirochem.com/5-bromo-2-chloro-3-nitropyridine.html	95	250G		25G	50G	100G
SPC-g121	53	 	82	 	150	COC(CBr)(CBr)OC	MFCD00051792	1,3-dibromo-2,2-dimethoxypropane	22094-18-4	http://spirochem.com/1-3-dibromo-2-2-dimethoxypropane.html	95			50G	100G	250G
SPC-g122	47	 	82	 	150	Clc1cc([nH]cc2)c2cc1	MFCD00005681	6-chloro-1H-indole	17422-33-2	http://spirochem.com/6-chloro-1h-indole.html	95			25G	50G	100G
SPC-g123	58	 	104	 	207	Nc1nc(Cl)nc(Cl)c1	MFCD00038015	2,6-dichloropyrimidin-4-amine	10132-07-7	http://spirochem.com/2-6-dichloropyrimidin-4-amine.html	95			50G	100G	250G
SPC-g124	58	 	93	 	 	Oc1ccncc1	MFCD00040458	pyridin-4-ol	626-64-2	http://spirochem.com/pyridin-4-ol.html	95			100G	250G	
SPC-g125	47	388	82	228	139	[O-][N+](c(cc1C(O)=O)cnc1Cl)=O	MFCD06658402	2-chloro-5-nitropyridine-3-carboxylic acid	42959-38-6	http://spirochem.com/2-chloro-5-nitropyridine-3-carboxylic-acid.html	95	50G	100G	5G	10G	25G
SPC-g126	47	 	82	 	150	COC([C@H](CC1)CC[C@@H]1C(O)=O)=O	MFCD01311247	trans-1,4-cyclohexanedicarboxylic acid monomethyl ester	15177-67-0	http://spirochem.com/trans-1-4-cyclohexanedicarboxylic-acid-monomethyl-ester.html	95			50G	100G	250G
SPC-g127	58	 	93	287	172	O[C@H](C1)CN[C@H]1C(O)=O.Cl	MFCD09749867	(2R,4R)-4-hydroxypyrrolidine-2-carboxylic acid hydrochloride	77449-94-6	http://spirochem.com/cis-4-hydroxy-d-proline-hydrochloride.html	95	250G		25G	50G	100G
SPC-g128	121	 	 	 	 	CCC1(CO)COC1	MFCD00190143	(3-ethyloxetan-3-yl)methanol	3047-32-3	http://spirochem.com/3-ethyloxetan-3-yl-methanol.html	95			500G		
SPC-g129	42	377	70	207	114	COC(c(cc1)ncc1Br)=O	MFCD04112493	methyl 5-bromopyridine-2-carboxylate	29682-15-3	http://spirochem.com/methyl-5-bromopyridine-2-carboxylate.html	95	100G	250G	10G	25G	50G
SPC-g130	53	366	82	207	126	O=C1CCSCC1	MFCD00006660	tetrahydrothiopyran-4-one	1072-72-6	http://spirochem.com/thian-4-one.html	95	100G	250G	10G	25G	50G
SPC-g133	58	 	93	273	161	Nc(nc1)cnc1Br	MFCD00235015	5-bromopyrazin-2-amine	59489-71-3	http://spirochem.com/5-bromopyrazin-2-amine.html	95	250G		25G	50G	100G
SPC-g134	58	 	104	 	184	CC(C)(C)OC(N(CCN1)CC1=O)=O	MFCD02181069	tert-butyl 3-oxopiperazine-1-carboxylate	76003-29-7	http://spirochem.com/tert-butyl-3-oxopiperazine-1-carboxylate.html	95			50G	100G	250G
SPC-g136	46	 	74	217	119	Cc(cc1)nnc1O.O	MFCD00150586	6-methylpyridazin-3-ol hydrate	7143-82-0	http://spirochem.com/6-methylpyridazin-3-ol-hydrate.html	95	250G		25G	50G	100G
SPC-g137	53	 	87	 	172	Clc(nc(nc1)Cl)c1Br	MFCD00127818	5-bromo-2,4-dichloropyrimidine	36082-50-5	http://spirochem.com/5-bromo-2-4-dichloropyrimidine.html	95			50G	100G	250G
SPC-g139	42	 	70	 	139	Ic1c[nH]nc1	MFCD00005244	4-iodo-1H-pyrazole	3469-69-0	http://spirochem.com/4-iodo-1h-pyrazole.html	95			50G	100G	250G
SPC-g141	47	 	82	308	150	[O-][N+](c(cc(cc1)Br)c1C(O)=O)=O	MFCD01013599	4-bromo-2-nitrobenzoic acid	99277-71-1	http://spirochem.com/4-bromo-2-nitrobenzoic-acid.html	95	250G		25G	50G	100G
SPC-g142	58	467	93	252	150	Fc(cn1)cnc1Cl	MFCD03788197	2-chloro-5-fluoropyrimidine	62802-42-0	http://spirochem.com/2-chloro-5-fluoropyrimidine.html	95	100G	250G	10G	25G	50G
SPC-g143	53	547	98	298	172	CC(c1cscc1)=O	MFCD00005468	1-(thiophen-3-yl)ethan-1-one	1468-83-3	http://spirochem.com/1-thiophen-3-yl-ethan-1-one.html	95	100G	250G	10G	25G	50G
SPC-g144	58	 	104	 	172	FC1(Oc(cc(cc2)Br)c2O1)F	MFCD00236212	5-bromo-2,2-difluoro-2H-1,3-benzodioxole	33070-32-5	http://spirochem.com/5-bromo-2-2-difluoro-2h-1-3-benzodioxole.html	95			50G	100G	250G
SPC-g145	42	 	70	 	126	O=C1NN=CC(Cl)=C1Cl	MFCD00051504	4,5-dichloro-2,3-dihydropyridazin-3-one	932-22-9	http://spirochem.com/4-5-dichloro-2-3-dihydropyridazin-3-one.html	95			50G	100G	250G
SPC-g146	70	 	114	 	207	OC(c1ccc[nH]1)=O	MFCD00005219	1H-pyrrole-2-carboxylic acid	634-97-9	http://spirochem.com/1h-pyrrole-2-carboxylic-acid.html	95			50G	100G	250G
SPC-g147	58	 	104	 	207	O=C1NCCOC1	MFCD00631009	morpholin-3-one	109-11-5	http://spirochem.com/morpholin-3-one.html	95			50G	100G	250G
SPC-g148	47	320	75	207	126	Brc1ncn[nH]1	MFCD01421960	3-bromo-1H-1,2,4-triazole	7343-33-1	http://spirochem.com/3-bromo-1h-1-2-4-triazole.html	95	100G	250G	10G	25G	50G
SPC-g149	58	 	93	298	161	O[C@H]1CNCC1.Cl	MFCD00191570	(3R)-pyrrolidin-3-ol hydrochloride	104706-47-0	http://spirochem.com/3r-pyrrolidin-3-ol-hydrochloride.html	95	250G		25G	50G	100G
SPC-g151	47	 	82	241	139	O=C1NCCNC1	MFCD01318687	piperazin-2-one	5625-67-2	http://spirochem.com/piperazin-2-one.html	95	250G		25G	50G	100G
SPC-g154	47	 	82	 	161	c1c[nH]c2ncccc12	MFCD00005606	1H-pyrrolo[2,3-b]pyridine	271-63-6	http://spirochem.com/1h-pyrrolo-2-3-b-pyridine.html	95			50G	100G	250G
